word	rank	corpus_count
teistmoodi	3283	1548
hommik	3285	1546
tegutsema	3292	1544
donna	3298	1543
mälestused	3299	1542
magasin	3307	1538
särk	3309	1537
järjest	3313	1535
vastutav	3315	1534
el	3317	1534
peitu	3318	1534
elagu	3319	1533
ha	3320	1533
lõks	3325	1530
pilk	3329	1529
topelt	3330	1529
neljas	3333	1526
väheke	3337	1523
läki	3340	1521
super	3345	1516
katse	3346	1516
ilm	3347	1516
mõnus	3348	1516
lühike	3350	1516
patsient	3352	1514
joogi	3354	1514
arvamus	3356	1513
pikalt	3357	1513
planeet	3364	1507
kumbki	3365	1507
jõulud	3371	1503
sobiv	3377	1499
joon	3378	1499
sarnane	3381	1497
käigus	3382	1495
briti	3383	1495
astuma	3384	1494
heli	3386	1493
summa	3389	1492
järve	3391	1491
tugevam	3394	1490
neiu	3397	1489
pöörane	3401	1486
vangis	3403	1485
pluss	3408	1482
tehnoloogia	3410	1481
torm	3413	1480
ühine	3419	1479
võõras	3421	1477
puruks	3423	1477
viirus	3425	1476
jaapani	3431	1475
asukoht	3435	1473
põlvili	3439	1472
puud	3441	1471
paigas	3445	1469
esile	3448	1468
nutma	3453	1465
papa	3459	1463
minevik	3461	1463
ilusti	3465	1462
y	3467	1461
võidu	3468	1459
saatan	3470	1458
nutikas	3473	1456
tahtma	3474	1455
fänn	3478	1453
kohalik	3482	1451
koopia	3484	1450
hirmunud	3487	1449
meeleldi	3492	1447
sõbranna	3493	1447
kurjategija	3494	1447
jajah	3495	1445
arvama	3500	1443
äärde	3501	1443
unenägu	3506	1441
trikk	3510	1437
and	3513	1435
kahtlusalune	3515	1434
riidesse	3518	1433
kaval	3532	1428
piiratud	3533	1427
kasutu	3541	1426
sõrmus	3542	1425
rada	3543	1425
vanasti	3545	1424
haigus	3546	1423
tara	3550	1421
panka	3553	1419
talu	3558	1418
tegija	3560	1417
test	3565	1415
minek	3567	1414
varju	3569	1413
kokkusattumus	3576	1409
suuremat	3581	1407
järelikult	3582	1407
rutem	3590	1402
peatama	3594	1400
muutma	3597	1399
reede	3599	1399
eraldi	3600	1399
jordan	3609	1396
paat	3611	1394
armastama	3613	1393
kõrgus	3616	1392
kulla	3622	1389
õpilane	3626	1387
leping	3628	1385
reetur	3630	1385
grupp	3631	1385
lollakas	3632	1385
huvides	3633	1385
preester	3635	1383
robin	3641	1380
tantsima	3642	1379
hulka	3643	1379
lõhn	3644	1379
ehtne	3645	1379
sydney	3650	1378
ülem	3652	1378
kamp	3659	1374
osakond	3662	1372
king	3663	1372
noo	3664	1372
rida	3666	1371
city	3668	1370
juhtima	3670	1367
kõrgemale	3672	1366
valima	3678	1362
väljakutse	3682	1357
auku	3683	1357
rääkimata	3684	1356
detektiiv	3685	1356
kusagile	3686	1356
vampiir	3693	1352
kassi	3699	1350
tehing	3700	1349
siitkaudu	3701	1348
kuramuse	3705	1346
sinnapoole	3706	1346
silmist	3711	1345
sageli	3725	1340
admiral	3726	1340
täht	3730	1335
piisav	3731	1335
mugav	3732	1334
ooh	3733	1334
üksnes	3738	1332
issake	3739	1331
lita	3745	1328
telekas	3749	1327
edukas	3757	1324
täpne	3766	1320
vestlus	3768	1320
romantiline	3773	1319
vapustav	3776	1318
deemon	3778	1318
iseenda	3781	1315
õudne	3782	1315
tühja	3788	1311
valvur	3792	1309
vastama	3794	1308
alustama	3796	1308
mrs	3801	1306
praktiliselt	3806	1304
lööma	3808	1303
õpi	3809	1303
naerma	3811	1303
loomulik	3821	1297
kutse	3829	1294
ring	3830	1293
lukku	3831	1293
noorem	3836	1291
inglismaa	3838	1291
silmis	3839	1291
öösiti	3843	1289
lilli	3844	1289
valitud	3849	1287
auks	3850	1287
omamoodi	3856	1285
üleni	3859	1284
metsik	3860	1284
puhtalt	3861	1283
kõri	3862	1283
salaja	3864	1282
julm	3869	1280
ööseks	3873	1279
puha	3874	1279
vahe	3876	1279
pooleks	3879	1278
käik	3880	1277
mehhiko	3884	1276
se	3885	1276
seast	3890	1274
kulul	3898	1269
lõhki	3907	1264
viltu	3917	1260
naha	3919	1260
hoolikalt	3920	1260
riides	3921	1259
hulk	3923	1259
kuld	3925	1258
krahv	3929	1257
pilves	3931	1257
segadus	3932	1256
sell	3938	1254
rõve	3943	1253
hoolega	3949	1252
vormis	3950	1252
õnnestunud	3953	1251
teretulnud	3956	1248
mister	3958	1247
peatus	3959	1247
üksus	3961	1246
äkitselt	3966	1243
kergem	3969	1243
mootor	3972	1242
huh	3974	1241
signaal	3975	1241
kättemaks	3976	1241
nancy	3979	1240
jessas	3982	1238
kõvemini	3985	1237
sügaval	3987	1236
projekt	3988	1236
peidetud	3989	1235
paremal	3991	1234
turvaliselt	3995	1233
varakult	3996	1233
kaaslane	4001	1231
põgenema	4002	1230
spioon	4004	1230
enamasti	4006	1230
tasemel	4008	1230
häire	4015	1226
vasakul	4022	1224
hoiatus	4025	1224
armastatud	4027	1223
mingisugune	4031	1221
eri	4033	1220
palve	4037	1220
h	4038	1219
tina	4040	1219
palav	4042	1217
nõukogu	4044	1217
euroopa	4045	1217
ülejäänu	4052	1214
pudel	4054	1213
arenenud	4057	1212
viisakas	4060	1211
hooaeg	4067	1209
luuser	4070	1208
abielluma	4071	1208
mõrd	4074	1207
pääsema	4076	1206
niiviisi	4077	1206
nähtavasti	4082	1203
kompanii	4083	1203
kokk	4085	1202
saba	4087	1202
käitumine	4091	1200
hotell	4095	1198
uni	4096	1198
järgne	4103	1195
ruum	4113	1190
lähemalt	4114	1190
erinevalt	4115	1189
ühendus	4118	1188
värv	4121	1188
jalutama	4122	1188
pesu	4123	1187
isu	4124	1187
olend	4127	1185
siiamaani	4129	1185
lendama	4135	1184
prantsusmaa	4147	1177
tegevus	4158	1174
müts	4171	1169
show	4172	1169
risti	4175	1168
üpris	4179	1167
kata	4184	1166
lapsehoidja	4186	1164
etendus	4190	1163
mismoodi	4191	1163
armukade	4192	1162
tühiasi	4193	1162
homo	4196	1161
ida	4203	1159
tundmatu	4205	1159
võlur	4209	1157
aeglasemalt	4210	1157
hukka	4211	1157
võlts	4212	1156
kuberner	4214	1155
igatsema	4222	1153
kombel	4226	1150
klaas	4229	1149
vabadus	4232	1149
koosolek	4234	1148
veidike	4235	1148
hädaolukord	4238	1148
usk	4240	1147
neeger	4241	1146
mm	4244	1145
juhtunu	4245	1145
saar	4246	1144
pulmad	4249	1142
seltsimees	4252	1142
tulemus	4256	1140
sõit	4258	1140
paik	4259	1140
programm	4260	1140
elevil	4264	1138
n	4266	1138
viies	4271	1137
silla	4274	1136
harva	4276	1136
kirik	4277	1136
üldiselt	4282	1135
lollpea	4284	1135
kuuldel	4288	1134
kehv	4290	1133
mamma	4295	1132
näis	4297	1132
ebaviisakas	4301	1130
muutuma	4302	1130
maine	4307	1128
ametlik	4309	1128
kuulma	4312	1127
vabandus	4317	1125
kurssi	4318	1125
kreeka	4319	1124
ahv	4320	1124
punkt	4321	1124
kuskilt	4328	1121
pihku	4337	1118
hiilgav	4338	1117
tiim	4339	1117
märke	4344	1115
neitsi	4345	1115
ameeriklane	4348	1115
siinkandis	4349	1114
plahvatus	4350	1114
k	4351	1114
vallandatud	4352	1114
von	4355	1113
geniaalne	4357	1113
nägudeni	4358	1113
vahetus	4360	1112
teineteise	4365	1110
jep	4366	1110
väljapääs	4372	1108
prillid	4373	1108
uskumatult	4375	1108
naaber	4377	1108
prügi	4378	1107
aken	4381	1104
võrreldes	4392	1101
buss	4397	1099
vilets	4400	1098
silmitsi	4404	1097
hoolitsema	4406	1097
braavo	4409	1096
seade	4412	1096
pede	4414	1094
tagurpidi	4416	1094
jo	4417	1093
juhtumisi	4418	1093
isekas	4420	1092
nõukogude	4421	1092
vein	4424	1092
kari	4433	1089
park	4435	1089
enesetapp	4437	1088
ajastus	4438	1088
valve	4441	1087
kent	4443	1086
lincoln	4446	1086
kõla	4447	1086
tase	4452	1084
segadusse	4455	1082
hall	4461	1081
kakskümmend	4462	1081
senti	4468	1080
noa	4470	1080
victoria	4473	1079
seesama	4474	1079
legend	4475	1079
jood	4482	1077
müü	4485	1077
naeratus	4488	1076
jumaluke	4491	1074
vabandama	4496	1073
sõbralik	4498	1071
valetama	4499	1071
enese	4501	1070
rikkus	4502	1070
sõjavägi	4508	1069
tulistama	4510	1067
sügav	4512	1066
rock	4514	1066
hunnik	4521	1065
loobuma	4525	1063
ennegi	4527	1063
needus	4532	1062
rott	4541	1058
valvel	4542	1057
kogenud	4543	1057
keskus	4552	1054
ilusam	4558	1053
vahetama	4563	1052
klass	4564	1052
kaugelt	4565	1052
robot	4573	1050
vaade	4575	1049
kusagilt	4577	1048
juhus	4584	1046
plika	4585	1045
olev	4588	1045
arv	4592	1044
kergesti	4600	1043
rääkimine	4605	1041
võrra	4606	1041
hoiatama	4609	1041
null	4617	1037
imelikult	4618	1037
em	4620	1036
sulge	4630	1034
juut	4633	1033
tänav	4635	1032
lähemal	4636	1031
lõppema	4637	1031
sugulane	4641	1029
suvi	4642	1029
kuss	4645	1028
ots	4647	1028
oscar	4666	1024
viski	4670	1024
andestage	4671	1023
kõrgel	4672	1023
seo	4680	1021
jaama	4681	1020
põnevil	4685	1019
segamini	4686	1019
andekas	4689	1019
suudlus	4690	1018
kallim	4691	1018
karistus	4694	1018
pilet	4695	1017
mmm	4698	1017
välk	4699	1017
halvim	4708	1015
madu	4710	1015
lahing	4717	1013
intervjuu	4718	1013
pehme	4721	1011
selg	4723	1011
kiirus	4724	1011
lähedalt	4728	1010
odav	4731	1008
tegelane	4732	1008
in	4739	1007
kiirustama	4741	1007
tüdruksõber	4751	1004
katastroof	4755	1003
kasutatud	4761	1002
ettepanek	4762	1002
surmani	4767	1001
kere	4770	1001
jätkuvalt	4772	1000
kade	4773	1000
korrus	4778	999
riist	4781	997
kirjanik	4787	994
aafrika	4788	993
kogemus	4792	992
magus	4796	991
sekund	4797	991
täitma	4801	990
diana	4802	990
ausõna	4817	987
udu	4819	986
uudishimulik	4821	986
ootamatult	4822	986
ekspert	4823	986
haruldane	4824	986
aeg-ajalt	4827	984
washington	4829	984
varjatud	4830	984
pakk	4832	984
avalikult	4836	983
võistlus	4839	982
hulgast	4840	982
saatana	4853	980
vähk	4854	979
roosa	4855	979
kannul	4860	978
jook	4866	977
ohh	4869	976
oivaline	4871	976
missugune	4874	975
külg	4877	974
india	4880	974
võluv	4881	974
kontor	4882	973
pank	4888	971
löödud	4891	971
aeglane	4892	970
allikas	4893	970
chicago	4897	969
aegu	4901	967
põmm	4903	967
kunstnik	4906	965
varustus	4908	965
kohver	4913	964
monsieur	4914	964
kaotus	4916	964
emand	4917	964
suru	4918	963
töötaja	4931	960
tervitus	4935	959
väikemees	4938	958
hulga	4948	957
eksi	4949	957
püstol	4951	955
lõvi	4954	954
ülimalt	4955	954
järjekorras	4957	954
poliitika	4961	952
püss	4966	951
lask	4968	949
teadus	4971	949
tormi	4979	947
nähtamatu	4980	947
pühendunud	4982	946
palavik	4984	945
ebatavaline	4985	945
jee	4989	944
igasugu	4994	944
mugavalt	4995	943
inetu	5002	941
kama	5003	941
mängija	5008	939
kihlatu	5009	938
laetud	5013	938
aluspesu	5014	938
märg	5017	937
keskmine	5018	937
paiku	5023	936
saare	5027	935
peaasi	5032	935
vabatahtlikult	5041	932
lõplikult	5042	932
kiirem	5050	930
salastatud	5058	928
puhkus	5059	928
ori	5061	927
teadlane	5062	927
karja	5067	926
elav	5069	924
reamees	5078	922
kirju	5087	921
müüma	5089	921
paigale	5092	920
püüdma	5094	920
rämps	5104	918
panga	5109	917
assistent	5111	916
poiss-sõber	5117	915
kaup	5119	915
väärtuslik	5121	914
tiiger	5131	912
seniks	5132	911
edaspidi	5137	910
söök	5144	908
levi	5145	908
seisus	5148	907
hirmutav	5149	907
sild	5154	906
ootamatu	5156	906
leppima	5158	906
ülikond	5162	905
kummitus	5163	905
armuke	5169	904
sularaha	5170	904
mõrtsukas	5171	903
näol	5173	903
asjata	5176	903
reaalne	5177	903
tool	5179	902
lühidalt	5192	898
jura	5200	896
üllatav	5202	895
vaiksemalt	5203	895
ujuma	5204	895
asemele	5210	893
peavalu	5213	893
tehniliselt	5215	891
ilmselge	5223	890
keskele	5224	889
napilt	5227	888
puhta	5229	888
tänama	5230	888
lehm	5234	887
kauboi	5235	887
house	5241	887
peremees	5244	886
hommikusöök	5247	885
tahe	5252	883
saak	5256	883
jagama	5260	882
töökoht	5267	881
sassi	5269	881
ülevalt	5270	880
suhtumine	5273	880
kalli	5275	880
ra	5276	880
kaitsja	5279	879
müra	5280	879
omapead	5281	879
kohustus	5283	878
väiksem	5285	877
kaunitar	5286	876
magas	5287	876
unustama	5290	876
pettus	5291	875
pitsa	5303	874
moodus	5307	873
muuseas	5309	873
august	5311	873
venemaa	5314	872
alfa	5316	872
õrn	5321	870
tüüpiline	5327	869
petis	5331	869
kunst	5338	867
koordinaadid	5340	866
roll	5341	866
tüütu	5348	864
posti	5352	862
cm	5359	861
stiil	5361	861
vastane	5364	860
lootusetu	5368	859
valitseja	5373	858
sinusugune	5375	858
munn	5379	858
ravim	5385	857
haav	5389	857
õli	5391	856
jõgi	5393	856
normaalselt	5399	855
pesema	5401	854
baar	5407	854
peamiselt	5415	852
mürk	5418	852
võte	5422	851
otsustama	5423	851
enam-vähem	5427	850
tundlik	5431	849
kollane	5432	849
ajutine	5434	849
hävitama	5438	847
madal	5439	847
käituma	5441	847
pesa	5450	845
võitleja	5454	844
täide	5458	844
sõdalane	5459	843
allapoole	5463	843
selgitama	5465	842
sekretär	5472	841
eksitus	5477	839
kuuldele	5487	838
maast	5490	837
lahus	5494	836
pooleldi	5495	836
poisike	5496	835
viiks	5499	835
pood	5501	835
härrasmees	5503	835
sisu	5505	834
lund	5508	833
risk	5510	833
angel	5511	833
teatama	5515	832
raskelt	5520	831
alustuseks	5522	831
hurraa	5523	831
rakett	5524	831
sügavale	5529	829
arutama	5530	829
sitakott	5531	829
vihm	5542	826
tugevalt	5547	826
puudus	5549	825
tants	5550	825
hooleks	5553	823
saksamaa	5557	823
iludus	5562	822
lollus	5571	820
mispärast	5574	820
kahtlane	5576	819
kannatama	5580	819
loobu	5581	819
kontakt	5583	818
sassis	5590	818
õhu	5593	817
passi	5595	817
california	5597	816
pimedus	5602	816
elukas	5620	812
hai	5621	812
vahelt	5622	812
valla	5627	811
nägus	5629	810
sadama	5630	810
lendu	5631	810
puude	5632	810
vannituba	5633	810
teenima	5640	808
vastupanu	5646	808
tegelik	5647	808
türapea	5650	808
paganama	5651	807
bingo	5652	807
pangas	5659	806
jällegi	5662	806
asepresident	5664	805
puuri	5665	805
ehkki	5667	805
bänd	5668	805
korduvalt	5672	804
grant	5674	803
autojuht	5678	802
tegemine	5684	802
õpetama	5690	800
kannatlik	5692	800
keskenduma	5700	799
lumi	5705	798
kõrgele	5707	798
kodanik	5712	798
saadaval	5719	797
palk	5720	796
alatiseks	5721	796
kampa	5727	794
raamatukogu	5733	793
kõrgemal	5734	793
universum	5736	793
pojake	5737	793
janu	5738	793
tõmbama	5741	792
saamine	5743	791
koorem	5745	791
laine	5749	790
lubama	5755	788
soo	5756	788
kurjus	5760	787
närviline	5761	787
süüd	5762	787
üritus	5763	787
teisipäeval	5769	787
kohv	5772	786
jänes	5773	786
restoran	5776	786
kaabakas	5777	786
tragöödia	5780	785
london	5783	785
kast	5791	784
helde	5792	784
üksildane	5793	783
vallaline	5795	783
üheskoos	5799	783
raiskamine	5803	782
tv	5804	782
varjus	5807	781
pensionile	5815	779
kõrvalt	5818	779
kõrgelt	5820	779
herr	5821	779
võitma	5823	778
ettekandja	5824	778
uurimine	5825	778
ajakirjanik	5828	778
gaas	5830	778
ho	5845	776
karjuma	5851	775
elajas	5863	773
tulistamine	5864	773
peos	5867	773
esialgu	5870	772
seltsi	5874	772
nelson	5875	772
blond	5876	772
mälestus	5878	771
kaksikud	5879	771
kenake	5881	771
ratas	5882	771
kuis	5893	770
pikem	5894	769
teod	5905	768
haletsusväärne	5906	768
olulisem	5912	767
minister	5915	766
selgus	5921	765
suurus	5931	763
ebamugav	5939	762
laulma	5940	762
avama	5941	762
pasa	5942	762
sabas	5945	761
allpool	5946	761
karjus	5947	760
haava	5948	760
nägemine	5959	758
meri	5960	758
nonii	5963	758
poolteist	5965	758
tume	5969	756
muru	5971	756
iseenesest	5972	756
surve	5975	755
igati	5977	755
kolima	5980	755
õeke	5981	755
valmistatud	5982	754
kogus	5984	754
õiglus	5987	754
lt	5995	753
loodus	6000	753
eh	6004	752
hiilgus	6006	752
tüki	6007	752
jälgima	6008	752
hais	6010	752
kalad	6027	749
kampaania	6028	749
tehnika	6033	748
lava	6035	748
tõusma	6041	747
jälile	6043	747
õnnelikult	6055	745
karjäär	6056	745
jätkama	6057	745
populaarne	6061	744
soeng	6065	744
õudusunenägu	6068	743
pulss	6069	743
viskama	6073	742
lahutatud	6080	741
heldeke	6084	741
verine	6086	741
moment	6087	741
erakordne	6088	741
ohutum	6089	740
karp	6093	740
liit	6094	739
hiiglaslik	6095	739
teadmised	6096	739
r	6099	738
kaelakee	6101	738
am	6105	737
kanal	6107	737
täiskasvanu	6108	737
austatud	6111	737
saatja	6112	737
välimus	6113	736
kuninglik	6114	736
joonde	6115	736
teadmine	6125	735
piir	6126	735
peenis	6127	734
x	6129	734
seisund	6134	734
veega	6137	733
kuldne	6138	733
säh	6139	733
baas	6150	732
kaotama	6166	729
halvem	6171	728
kinnisvara	6173	728
peigmees	6174	728
teekond	6175	728
jälil	6179	726
looja	6181	726
püsima	6184	726
pinge	6185	726
praegune	6186	726
delta	6188	725
kuues	6194	725
tige	6202	724
õppetund	6204	724
hoorapoeg	6215	723
pierre	6217	723
kohtumiseni	6221	722
maagiline	6233	721
kõikjalt	6235	721
riskantne	6238	720
reporter	6244	719
nukk	6247	719
kaelas	6253	718
lähedane	6254	718
terrorist	6259	717
ajutiselt	6263	716
temperatuur	6267	716
madame	6269	716
pitsat	6273	715
tšau	6276	715
saade	6278	714
kongis	6281	714
piire	6283	714
jumalaga	6284	713
rumalus	6287	713
paber	6294	712
esimeseks	6296	712
arvele	6298	711
kuku	6304	710
niivõrd	6307	710
p	6309	710
avarii	6323	708
olemasolu	6328	708
ohutult	6343	706
marss	6347	705
ennist	6350	704
kitsas	6351	704
viivitamatult	6352	704
vitt	6354	704
mobiil	6358	702
komme	6359	702
sündmus	6361	702
maatasa	6362	701
kabinet	6363	701
nälg	6366	701
seaduslik	6369	701
pühi	6376	700
galaktika	6378	700
hüppama	6380	700
päikest	6387	698
ohutus	6389	698
vaikus	6390	698
sealsamas	6392	698
tagasihoidlik	6399	697
millalgi	6400	697
köök	6404	696
idikas	6408	696
koostöö	6421	695
veerand	6424	694
tola	6427	694
luud	6435	693
staar	6439	692
suits	6443	692
osaliselt	6447	691
tohutult	6457	690
seletus	6458	690
sekka	6459	689
kanada	6461	689
raibe	6462	689
pulm	6464	689
lurjus	6471	688
koristama	6472	688
mask	6474	687
pass	6475	687
esitama	6477	687
käru	6478	687
emane	6482	687
versioon	6485	687
nädalavahetus	6486	687
rahakott	6487	686
porter	6489	686
reverend	6491	686
pilve	6499	685
aku	6500	685
peika	6502	684
klassikaline	6505	684
natukeseks	6507	684
kaos	6508	684
rootsi	6514	683
sümbol	6516	682
suuteline	6518	682
suursaadik	6519	682
ajastu	6522	681
iks	6523	681
kauemaks	6528	680
nägemus	6529	680
ii	6530	680
rüütel	6535	679
arusaamatus	6536	679
patt	6540	678
koeri	6541	678
veidrik	6545	678
füüsiliselt	6548	677
mängud	6553	677
kara	6554	677
parandama	6558	676
miami	6559	676
nõuanne	6562	675
isver	6565	675
magamistuba	6576	673
üht-teist	6578	673
õnnelikum	6579	673
liikvel	6582	672
veetma	6585	672
abiline	6587	672
telefonikõne	6590	671
vaeseke	6593	671
esmakordselt	6596	670
eetris	6598	670
cal	6612	667
nässu	6614	667
lips	6618	667
si	6619	667
kostüüm	6625	666
protsess	6635	665
kohtama	6636	664
komissar	6639	664
näide	6641	664
hong	6645	663
eriagent	6647	663
ründama	6650	663
liiva	6651	662
isane	6656	662
alusel	6657	662
nool	6661	661
teener	6662	661
pantvangi	6663	661
kaksteist	6668	660
kiisu	6669	660
konstaabel	6672	660
kehvasti	6676	659
sõrm	6680	658
reaktsioon	6682	658
seestpoolt	6683	658
ahh	6684	658
jalas	6687	658
avalik	6690	657
ilmas	6698	657
treenitud	6701	656
positiivne	6703	656
mängimine	6707	656
regina	6708	656
luure	6709	656
negatiivne	6712	655
tähelepanelikult	6716	655
sõprus	6717	655
eeskuju	6727	654
katus	6729	653
süüdistus	6740	652
rööv	6741	652
kindlustus	6747	652
iva	6750	651
käsitsi	6758	651
loits	6762	650
heaolu	6764	649
informatsioon	6768	649
kange	6771	648
kolmekesi	6774	648
ebameeldiv	6779	647
päritolu	6786	647
peatükk	6790	646
kaine	6792	646
finn	6793	646
nunnu	6796	646
püssi	6803	645
lõplik	6806	645
eilne	6809	645
mölakas	6811	645
leidmine	6816	644
liikumine	6821	644
kaastunne	6827	643
moskva	6828	643
liider	6831	642
kapral	6832	642
surnult	6838	642
tellis	6844	641
friik	6851	641
vastutus	6860	640
vool	6864	639
kuiv	6865	639
v	6867	639
jootraha	6874	639
ükshaaval	6877	639
surmav	6878	638
elamine	6882	638
bell	6884	638
toimik	6887	638
vastuvõtt	6897	636
vari	6901	636
peen	6910	635
arukas	6911	635
reaalsus	6916	634
jalgsi	6920	634
liig	6922	634
mõistatus	6927	633
kuulsus	6930	633
j	6931	633
kilp	6934	632
raport	6935	632
meedia	6940	632
mets	6943	631
jooksu	6944	631
ligipääs	6946	631
grand	6947	631
konks	6951	630
õrnalt	6952	630
kitt	6953	630
kai	6965	628
tulnukas	6970	628
siinpool	6971	628
stabiilne	6977	627
vahetevahel	6981	626
kuhugile	6986	626
küllaltki	6988	626
äärepealt	6990	625
kloun	6998	625
esindaja	6999	625
uhkus	7003	624
kook	7004	624
kutsikas	7007	624
juust	7013	623
clyde	7014	623
pressi	7017	623
asu	7021	622
vorm	7030	621
lake	7032	621
fantaasia	7036	621
publik	7037	621
lesbi	7038	621
fort	7043	620
vägivaldne	7046	620
kg	7047	619
kõikjale	7050	619
armuline	7053	619
juurdepääs	7057	619
mõtlemine	7059	618
jurist	7060	618
tõestama	7064	618
üro	7068	618
lagedale	7070	618
väikevend	7073	617
g	7075	617
tai	7076	617
lehte	7078	617
jakk	7080	617
elekter	7081	617
vägivald	7089	617
tobu	7094	616
erinevus	7095	616
makse	7097	616
ükspäev	7099	615
ülbe	7100	615
tantsija	7109	614
hommiku	7110	614
vererõhk	7112	613
pastor	7114	613
kolleeg	7119	613
lohe	7122	612
kõrgem	7126	611
jumalik	7133	610
usaldus	7136	610
sellegipoolest	7143	609
aine	7144	609
õues	7145	609
tervelt	7148	608
väärtus	7149	608
kõndima	7150	608
lähim	7152	608
mantel	7153	608
eve	7154	608
aed	7155	608
komitee	7157	607
vägi	7158	607
linnuke	7162	607
tingimata	7172	605
kurnatud	7173	605
va	7178	605
jersey	7181	605
georgia	7183	604
lõikama	7188	604
seos	7189	603
tolli	7191	603
liin	7194	603
lucifer	7196	603
imetore	7197	603
vöö	7198	603
segu	7199	602
kodumaa	7200	602
kaklus	7201	602
issanda	7204	602
hoo	7208	602
halli	7211	602
sobilik	7212	601
toimuma	7214	601
peta	7215	601
draakon	7223	600
seljataga	7229	599
ümberringi	7241	597
paige	7244	597
edukalt	7246	597
peatselt	7254	597
sealpool	7255	597
terav	7259	596
jalule	7264	596
ärimees	7271	595
veidralt	7278	595
kirg	7281	594
kuramus	7285	594
vaimukas	7287	594
ideaalselt	7289	593
labor	7292	593
oih	7293	593
omakorda	7294	593
kink	7295	593
nõrkus	7296	593
pervert	7297	593
lint	7304	592
vaheline	7309	592
peaminister	7324	591
ootel	7326	591
valvama	7328	591
amet	7329	591
käitus	7333	590
piirkond	7334	590
ladina	7336	590
ebaseaduslik	7338	590
kaugemal	7340	589
piim	7344	589
ustav	7352	588
man	7355	588
kaste	7359	587
variant	7361	587
suund	7365	587
kinnisidee	7367	587
seltsis	7377	586
senikaua	7381	585
